Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Average_Annual_Percent_Growth
1,Personal Health Care (Millions of Dollars),State,2,Mideast,Delaware,1929,2104,2279,2486,2653,2770,3025,3188,3519,3737,4027,4448,5026,5464,5871,6274,6730,7166,7477,7919,8352,8648,9026,9577,10093,10386,10962,11382,11928,12729,6.7
1,Personal Health Care (Millions of Dollars),State,2,Mideast,District of Columbia,2789,3088,3235,3255,3277,3350,3367,3464,3587,3599,3813,4108,4347,4746,5052,5280,5659,5932,6338,6726,7157,7264,7547,7947,8463,8836,9154,9497,9869,10251,4.6
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Florida,39263,42883,45871,48754,51476,54863,58447,61132,65120,71336,77263,83798,90581,98765,106236,114408,121373,127026,132765,136984,140543,146874,148646,158144,168417,175724,184902,194444,203957,214408,6
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Georgia,16526,18125,19598,20671,22139,23489,24889,26243,27602,29627,31832,35213,37654,41438,43779,47436,50159,51174,53178,53917,55843,59233,62134,66692,71845,75794,79219,82515,87607,93803,6.2
1,Personal Health Care (Millions of Dollars),State,8,Far West,Hawaii,2934,3139,3418,3689,3955,4233,4249,4406,4529,4701,5019,5470,5952,6389,6956,7276,8016,8478,8767,8785,8913,9401,9693,10225,11025,11490,12113,12711,13526,14480,5.7
1,Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,2201,2403,2592,2757,2998,3254,3497,3757,4025,4381,4793,5367,5798,6226,6846,7431,7998,8359,8810,9282,9588,10027,10280,10797,11308,11744,12481,13043,13817,14886,6.8
1,Personal Health Care (Millions of Dollars),State,3,Great Lakes,Illinois,31451,33996,36049,38067,40025,42002,43980,46234,48296,51805,55549,59949,63748,67275,71610,76398,82110,84496,87777,91925,93941,96681,99230,103304,106736,110651,113085,116019,120291,128263,5
1,Personal Health Care (Millions of Dollars),State,3,Great Lakes,Indiana,14211,15492,16695,17370,18244,18692,20144,21458,22871,24475,26567,28710,31167,33620,35397,37972,40164,40992,43345,44522,46300,49815,50242,52752,55323,58251,60057,62275,66818,71040,5.7
1,Personal Health Care (Millions of Dollars),State,4,Plains,Iowa,7218,7674,8106,8602,9067,9645,10147,11006,11661,12378,13373,14217,15331,16156,17218,18410,19327,20087,20895,21647,22419,23222,23632,24782,26100,26519,26801,27757,29046,30968,5.2
1,Personal Health Care (Millions of Dollars),State,4,Plains,Kansas,6511,6987,7330,7822,8361,8853,9411,10013,10663,11381,12245,13130,13991,14920,15807,16648,17674,18448,19056,19446,20291,21313,20954,21381,22221,22851,23460,24411,25470,27414,5.1
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Kentucky,8832,9656,10237,10736,11602,12468,13498,14227,15324,16820,18124,19725,20930,22325,23672,25236,26416,27246,28821,29836,31022,31808,33048,35183,36787,38238,39917,41659,43579,45922,5.8
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Louisiana,11198,12229,13112,13910,14554,15083,15866,16446,17362,17982,19081,20435,22161,23806,24770,25534,27507,29248,31123,32660,32600,33464,34518,36493,38275,39987,41987,42994,44986,48845,5.2
1,Personal Health Care (Millions of Dollars),State,1,New England,Maine,3139,3314,3551,3699,4024,4382,4739,5127,5566,5924,6492,7117,7841,8501,9067,9656,10135,10543,10892,11076,11404,11625,11709,12134,12747,13347,13891,14674,15461,16306,5.8
1,Personal Health Care (Millions of Dollars),State,2,Mideast,Maryland,13491,14469,15480,16499,17238,18215,19057,19410,20846,22451,24683,27125,29600,31749,33972,36915,39263,41078,43079,44829,46300,47757,48689,51102,53905,55993,57825,60022,62052,65641,5.6
1,Personal Health Care (Millions of Dollars),State,1,New England,Massachusetts,19939,21199,22840,23740,25201,26498,28014,29997,30810,32893,35876,39259,42381,44960,47892,51634,55423,58053,61012,62599,64287,66322,67722,70311,74842,78446,80621,84112,87764,91817,5.4
1,Personal Health Care (Millions of Dollars),State,3,Great Lakes,Michigan,24941,26351,27913,29637,31780,33779,35431,36248,37812,40308,42936,45837,49153,52899,55925,60010,63192,65175,67565,70023,72587,75017,76272,79133,83173,86674,89192,91302,95171,98638,4.9
1,Personal Health Care (Millions of Dollars),State,4,Plains,Minnesota,11922,12540,13394,14506,15563,16505,17566,19203,20365,22230,24316,26660,28677,30528,32396,34458,36682,37919,39780,41429,42841,44323,46204,48633,50251,52711,54480,57064,59276,61357,5.8
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Mississippi,5622,6033,6541,7064,7744,8311,8917,9279,9672,10549,11591,12587,13477,14617,15588,16777,18040,18807,19383,19471,20064,21518,21536,22439,23256,24434,25096,25106,26043,27870,5.7
1,Personal Health Care (Millions of Dollars),State,4,Plains,Missouri,12952,14183,15113,16251,17042,18095,19193,20422,21490,23322,25087,27483,29601,31229,32801,33980,37262,39402,40645,41915,43673,45426,45879,47429,50190,52437,53929,55327,57910,61031,5.5
1,Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,1896,2058,2174,2268,2462,2555,2794,2975,3205,3484,3807,4082,4416,4701,5114,5486,5886,6196,6530,6855,7132,7492,7812,8122,8607,9046,9516,9932,10496,11035,6.3
1,Personal Health Care (Millions of Dollars),State,4,Plains,Nebraska,3753,4076,4338,4634,4898,5310,5586,5948,6388,7069,7816,8420,9080,9768,10448,11279,11865,12445,12877,13550,13954,14504,14793,15368,16231,17050,17616,18278,19166,20371,6
1,Personal Health Care (Millions of Dollars),State,8,Far West,Nevada,3065,3443,3672,4013,4350,4713,5171,5658,6086,6847,7710,8852,9842,10950,11945,12998,14138,14899,15290,15643,16206,16623,17380,18951,20043,21537,22714,23919,25079,26200,7.7
1,Personal Health Care (Millions of Dollars),State,1,New England,New Hampshire,2711,2981,3113,3284,3619,3937,4174,4514,4866,5252,5675,6126,6707,7396,8161,8848,9485,9979,10698,11120,11511,11869,12193,12498,13057,13648,14278,14871,15391,16113,6.3
1,Personal Health Care (Millions of Dollars),State,2,Mideast,New Jersey,23009,25119,26506,28350,30242,31397,33032,34763,36324,39890,42378,46225,49013,51867,55870,58551,61943,64049,67907,68770,70362,73747,75593,79880,84116,88551,91907,94830,100152,105416,5.4
1,Personal Health Care (Millions of Dollars),State,6,Southwest,New Mexico,3465,3802,4052,4383,4702,5071,5396,5624,5955,6307,6835,7499,8050,8892,9864,10534,11347,12059,12758,13276,13554,13944,14015,14653,15505,16148,16687,17071,17761,18750,6
1,Personal Health Care (Millions of Dollars),State,2,Mideast,New York,57867,62487,66806,70893,74493,78323,81503,86106,91427,95456,103412,111529,121396,128842,134895,143006,150026,154833,164219,169932,175327,177831,183912,192710,202568,214568,226458,236451,251696,270847,5.5
1,Personal Health Care (Millions of Dollars),State,5,Southeast,North Carolina,15274,16784,18413,19952,21647,23692,25502,26741,29077,31919,35711,38084,41233,44848,48248,52037,54673,57406,60983,62408,64760,67949,68073,71488,76223,80133,83286,86089,90508,94532,6.5
1,Personal Health Care (Millions of Dollars),State,4,Plains,North Dakota,1702,1838,1934,2088,2256,2360,2442,2589,2665,2814,3065,3381,3513,3764,3990,4257,4565,4813,5125,5406,5706,5939,6300,6652,7070,7321,7538,7805,8136,8649,5.8
1,Personal Health Care (Millions of Dollars),State,3,Great Lakes,Ohio,29214,31805,33803,35263,37197,39556,40722,42228,44513,47818,52807,57456,61960,66095,70078,73443,76756,78486,83497,85358,86452,90723,92985,97506,101747,105481,109656,112454,118988,122521,5.1
1,Personal Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,7478,8142,8503,9153,9800,10505,10979,11502,12204,12966,14191,15204,16667,17488,19040,20445,21947,23380,24216,25057,26284,27547,28193,29706,30900,31943,32972,34014,35343,37595,5.7
1,Personal Health Care (Millions of Dollars),State,8,Far West,Oregon,6714,7412,7904,8356,8979,9486,10149,11271,11991,12805,14352,15447,16585,17929,19492,21144,22346,23488,24764,25903,27057,27922,28953,31323,33909,35607,36607,38354,40623,42716,6.6
1,Personal Health Care (Millions of Dollars),State,2,Mideast,Pennsylvania,36041,39049,41291,42935,45254,46457,49059,50950,54327,57762,62187,66457,71666,76522,81825,85926,90944,94050,96969,102564,106707,109526,112482,116954,122294,127630,132318,139741,143026,148327,5
1,Personal Health Care (Millions of Dollars),State,1,New England,Rhode Island,2954,3194,3385,3439,3806,3944,4176,4434,4677,5012,5434,5931,6420,6927,7460,7788,8159,8491,8790,8916,9132,9346,9517,10020,10478,10747,10872,11084,11627,12362,5.1
1,Personal Health Care (Millions of Dollars),State,5,Southeast,South Carolina,8029,8784,9493,10177,10823,11444,12625,13369,14393,15487,17163,18678,20071,21594,23092,24732,26286,27889,29089,30164,31018,32017,32974,34800,36456,38062,39488,40606,43040,45742,6.2
1,Personal Health Care (Millions of Dollars),State,4,Plains,South Dakota,1703,1819,1918,2121,2262,2428,2586,2715,2953,3142,3316,3676,3957,4171,4566,4907,5218,5569,5950,6339,6717,7048,7310,7735,8228,8676,9122,9749,10315,11154,6.7
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Tennessee,12635,13926,15095,15951,17343,18506,19765,20574,21580,23303,25707,27170,29738,32507,34536,36274,38484,39418,40971,42134,43128,45261,46311,48548,51481,53641,56977,58053,60294,64295,5.8
1,Personal Health Care (Millions of Dollars),State,6,Southwest,Texas,40701,44689,47994,50281,54161,58100,62915,66524,71330,76223,83658,92199,97931,104364,114937,123223,130998,139568,148136,154260,160518,168887,172375,184011,198251,206379,214214,220736,232714,246812,6.4
1,Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,3499,3775,4125,4353,4698,5144,5690,5949,6114,6794,7502,8412,9142,9985,10884,11706,12634,13370,13888,14245,14862,15623,16099,17117,18237,19477,20571,22110,23042,24447,6.9
1,Personal Health Care (Millions of Dollars),State,1,New England,Vermont,1323,1414,1515,1622,1790,1891,2057,2211,2439,2681,2934,3237,3608,3864,4140,4550,4772,4976,5289,5539,5776,6062,6421,6626,6890,7022,7202,7371,7588,7951,6.4
1,Personal Health Care (Millions of Dollars),State,5,Southeast,Virginia,14743,15513,16558,17509,18492,19863,21184,22350,23480,26011,27714,30559,33522,36461,39235,42079,44978,47766,50839,52541,55019,57677,59376,61943,64847,67233,69263,71703,75519,78989,6
1,Personal Health Care (Millions of Dollars),State,8,Far West,Washington,12600,13788,14442,15244,16425,17078,17899,19578,21273,22830,24951,27484,29800,31694,34177,36660,39781,42581,45374,46608,47939,50584,51245,53652,56652,59104,61489,64637,68253,71277,6.2
1,Personal Health Care (Millions of Dollars),State,5,Southeast,West Virginia,4650,5139,5521,5874,6274,6596,7012,7327,7648,8055,8776,9479,10200,10922,11623,12259,13002,13454,14316,14687,15242,16182,16491,17368,18335,19219,20037,20475,21456,22790,5.6
1,Personal Health Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,12645,13621,14594,15523,16566,17656,18567,19539,21335,23183,25650,27688,29648,31794,34049,36553,38618,40321,42183,43276,44646,45228,45811,48163,49871,50874,52250,53699,56218,58220,5.4
1,Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,1018,1062,1166,1265,1376,1471,1561,1681,1773,1959,2115,2353,2519,2689,2924,3216,3509,3711,3887,4090,4246,4469,4571,4822,5074,5253,5508,5667,5866,6399,6.5
2,Hospital Care (Millions of Dollars),United States,0,United States,,275756,298475,315735,328376,339313,350813,363403,374911,393630,415532,449360,486482,525892,565327,608600,651209,691887,721630,771040,808795,833246,877968,906804,940526,988971,1035398,1077580,1122633,1193716,1270149,5.4
2,Hospital Care (Millions of Dollars),Region,1,New England,,16248,17313,18244,18765,19111,19698,20567,21353,22154,23392,25488,27853,30904,33285,35207,38716,41425,43352,46415,48449,49611,51112,52282,53113,55460,58027,60452,63186,66772,70938,5.2
2,Hospital Care (Millions of Dollars),Region,2,Mideast,,57127,61647,65420,68108,69494,70367,71777,72803,75301,79313,84275,90600,98004,104902,111587,119177,125495,128943,137484,143980,148595,155067,160785,165924,171684,182069,189710,198401,210300,229604,4.9
2,Hospital Care (Millions of Dollars),Region,3,Great Lakes,,47579,51152,54125,56592,58816,60948,63364,64426,67470,70649,75703,81391,87906,95202,102585,110146,117465,119444,127657,132543,134503,141750,143979,149128,152812,158954,164123,168136,182002,189964,4.9
2,Hospital Care (Millions of Dollars),Region,4,Plains,,18797,20271,21364,22829,23859,24875,26276,27008,28699,30326,32936,35801,38662,41461,44993,47661,51433,54409,56973,59218,61345,63963,65649,68097,71196,74978,77751,81439,85422,89790,5.5
2,Hospital Care (Millions of Dollars),Region,5,Southeast,,64344,69889,74059,77265,80917,85108,88966,91537,95771,101421,108890,117307,125911,135387,145485,155171,163604,169195,181001,188143,192009,204612,210466,219365,231049,242311,253935,262348,278869,297702,5.4
2,Hospital Care (Millions of Dollars),Region,6,Southwest,,25213,27877,29755,30634,31752,33319,34575,36468,38417,40563,44825,49803,53589,57123,63584,67625,71979,77084,82902,87422,89911,95581,98769,103078,109395,113155,117532,121077,128637,138575,6.1
2,Hospital Care (Millions of Dollars),Region,7,Rocky Mountains,,6771,7344,7711,8041,8615,9021,9626,10001,10551,11565,12747,13854,14993,16375,17587,19141,20679,21886,23561,24935,25915,27162,28646,30286,32066,33582,35787,38347,40169,41966,6.5
2,Hospital Care (Millions of Dollars),Region,8,Far West,,39678,42981,45057,46143,46749,47476,48253,51313,55268,58303,64496,69872,75923,81592,87572,93573,99807,107317,115046,124105,131357,138721,146230,151535,165309,172321,178290,189699,201545,211609,5.9
2,Hospital Care (Millions of Dollars),State,5,Southeast,Alabama,4476,4988,5162,5357,5778,6110,6135,6075,6231,6446,6724,7123,7565,7961,8772,9168,9379,9552,10195,10418,10636,11542,12150,12371,12834,13496,13874,14242,15298,16489,4.6
2,Hospital Care (Millions of Dollars),State,8,Far West,Alaska,630,680,725,755,847,935,1004,1023,1095,1222,1390,1469,1563,1666,1902,2074,2247,2422,2512,2690,2770,2898,2984,3105,3519,3542,3655,3604,3641,3511,6.1
2,Hospital Care (Millions of Dollars),State,6,Southwest,Arizona,3415,3673,3861,4092,4235,4395,4610,4932,5156,5605,5990,6859,7721,8435,10155,10830,11703,12463,13525,14310,14329,14958,15586,16081,17047,18135,19454,20447,21704,24217,7
2,Hospital Care (Millions of Dollars),State,5,Southeast,Arkansas,2402,2584,2708,2822,3016,3248,3383,3554,3664,3865,4241,4585,4841,5069,5446,5677,5918,6297,6659,6892,7085,7476,7575,7954,8490,9177,9755,9834,10450,11129,5.4
2,Hospital Care (Millions of Dollars),State,8,Far West,California,29895,32156,33596,34038,34061,34143,34481,36971,39453,41572,45857,49294,53576,57452,61198,65250,68772,73739,78874,86238,92354,97396,103324,106223,116109,121261,125390,134833,143621,151093,5.7
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,3263,3539,3673,3801,4042,4167,4336,4531,4846,5366,5984,6483,6986,7636,7875,8659,9376,9919,10769,11402,11629,12057,12909,13625,14520,14996,15824,17057,17897,18369,6.1
2,Hospital Care (Millions of Dollars),State,1,New England,Connecticut,3892,4111,4248,4374,4342,4450,4593,4784,4947,5085,5510,5993,6453,6993,7090,7778,8148,8643,9466,9978,10483,10919,11393,11485,11846,12318,12654,13284,13969,15322,4.8
2,Hospital Care (Millions of Dollars),State,2,Mideast,Delaware,796,863,954,1017,1072,1049,1152,1186,1248,1271,1376,1519,1752,1915,2127,2285,2482,2598,2709,3030,3207,3383,3642,3837,4039,4078,4412,4707,4952,5306,6.8
2,Hospital Care (Millions of Dollars),State,2,Mideast,District of Columbia,1450,1591,1687,1680,1648,1734,1726,1769,1822,1749,1846,1966,2100,2288,2502,2594,2691,2775,2915,2986,3167,3227,3295,3371,3516,3598,3641,3738,3892,4029,3.6
2,Hospital Care (Millions of Dollars),State,5,Southeast,Florida,14825,15961,16845,17391,17993,18956,19915,20390,21462,23035,24782,27298,29119,31364,33600,36232,38207,39405,42527,44610,44827,48043,48945,51853,54539,56644,59669,63358,66771,69462,5.5
2,Hospital Care (Millions of Dollars),State,5,Southeast,Georgia,7078,7708,8281,8611,8946,9343,9588,9969,10264,11023,11799,12633,13624,14468,15601,16646,17524,17807,18976,19312,19745,21290,22707,23770,25452,26665,27914,29207,31713,34888,5.7
2,Hospital Care (Millions of Dollars),State,8,Far West,Hawaii,1194,1304,1423,1518,1588,1705,1632,1618,1680,1733,1933,2001,2185,2276,2505,2613,2793,3040,3187,3206,3184,3495,3622,3732,4043,4145,4342,4591,4901,5324,5.3
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,867,957,1006,1070,1151,1256,1324,1425,1528,1618,1782,1965,2128,2241,2515,2776,3007,3077,3321,3560,3878,4209,4388,4655,4881,5154,5537,5836,6040,6494,7.2
2,Hospital Care (Millions of Dollars),State,3,Great Lakes,Illinois,14136,15218,15968,16654,17164,17574,18205,18527,19251,20219,21430,22824,24319,25725,27555,29374,32133,32556,33753,35198,35820,36864,38317,39875,40297,42520,43988,44977,47232,50685,4.5
2,Hospital Care (Millions of Dollars),State,3,Great Lakes,Indiana,5807,6308,6806,7038,7289,7088,7954,8319,8825,9302,9791,10572,11521,12743,13341,14496,15663,15665,17237,17658,18309,20393,19762,20514,20776,21972,22366,23273,26122,28069,5.6
2,Hospital Care (Millions of Dollars),State,4,Plains,Iowa,3017,3175,3332,3566,3739,3947,4113,4346,4604,4807,5143,5482,5800,6152,6639,7113,7477,7783,8151,8532,8793,9125,9372,9755,10276,10673,10995,11309,12159,12999,5.2
2,Hospital Care (Millions of Dollars),State,4,Plains,Kansas,2653,2902,3010,3213,3370,3460,3605,3654,3935,3935,4187,4428,4737,5152,5549,5987,6387,6682,6927,7127,7343,7813,7761,8033,8458,8987,9548,10162,10757,11394,5.2
2,Hospital Care (Millions of Dollars),State,5,Southeast,Kentucky,3915,4278,4479,4620,4818,5124,5509,5733,5903,6290,6778,7312,7643,8286,9208,9938,10368,10672,11559,12037,12470,12711,13320,13872,14580,15122,15877,16786,17844,19204,5.6
2,Hospital Care (Millions of Dollars),State,5,Southeast,Louisiana,5027,5389,5778,6121,6355,6429,6644,6844,7082,7055,7601,8119,8660,9224,9575,9656,10271,10847,11748,12632,12363,12575,13201,13809,14432,15186,16285,16595,17521,19950,4.9
2,Hospital Care (Millions of Dollars),State,1,New England,Maine,1234,1307,1386,1464,1574,1691,1783,1861,1975,2113,2286,2484,2756,3036,3351,3618,3838,4040,4174,4411,4637,4754,4714,4781,5041,5286,5556,5864,6124,6329,5.8
2,Hospital Care (Millions of Dollars),State,2,Mideast,Maryland,5481,5871,6256,6452,6722,7015,7202,7312,7621,8019,8809,9563,10511,11492,12470,13357,14335,15186,15954,16690,17442,17861,18191,18940,19568,19905,20614,21120,21619,23500,5.1
2,Hospital Care (Millions of Dollars),State,1,New England,Massachusetts,8349,8908,9452,9697,9739,10044,10473,10925,11196,11839,12985,14147,15795,16826,17792,19589,21148,21898,23241,24026,24107,24753,25121,25493,26766,28173,29499,30856,32905,34895,5.1
2,Hospital Care (Millions of Dollars),State,3,Great Lakes,Michigan,10497,11149,11822,12555,13357,13972,14329,14542,15003,15493,16153,17193,18573,20254,21927,23690,25172,25545,26474,27923,28583,29655,29839,30561,31908,33044,34393,35156,37599,39132,4.6
2,Hospital Care (Millions of Dollars),State,4,Plains,Minnesota,4083,4332,4440,4817,5060,5159,5840,5873,6453,6994,7649,8620,9213,10021,10961,11786,12515,13130,14155,14943,15947,16602,17690,18563,19169,20373,20941,22221,22369,22872,6.1
2,Hospital Care (Millions of Dollars),State,5,Southeast,Mississippi,2602,2832,3026,3272,3655,3876,3939,4183,4276,4505,4882,5229,5534,6083,6310,6834,7418,7799,7933,7750,7920,8872,9030,9217,9520,10059,10293,9833,10218,11243,5.2
2,Hospital Care (Millions of Dollars),State,4,Plains,Missouri,5957,6524,7061,7467,7655,7958,8194,8469,8748,9279,10081,10917,12224,12969,13942,14162,16064,17293,17582,17907,18132,18911,18806,19114,19955,20819,21380,22057,23223,24331,5
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Montana,810,869,914,954,1050,1027,1175,1265,1364,1435,1558,1643,1776,1935,2177,2347,2494,2621,2800,2971,3084,3210,3456,3547,3772,3929,4176,4489,4777,4984,6.5
2,Hospital Care (Millions of Dollars),State,4,Plains,Nebraska,1635,1777,1880,1994,2107,2311,2354,2426,2624,2899,3210,3409,3633,3903,4275,4686,4852,5096,5274,5530,5556,5701,5811,6041,6281,6698,7088,7311,7805,8345,5.8
2,Hospital Care (Millions of Dollars),State,8,Far West,Nevada,1123,1226,1325,1453,1505,1617,1684,1814,2004,2179,2480,2889,3071,3473,3749,4084,4562,4998,5138,5275,5466,5497,6014,6564,6840,7483,7911,8230,8556,8840,7.4
2,Hospital Care (Millions of Dollars),State,1,New England,New Hampshire,1074,1191,1278,1257,1323,1361,1407,1445,1546,1682,1825,2056,2340,2573,2843,3227,3530,3704,4106,4363,4467,4564,4714,4809,5032,5289,5637,5956,6170,6373,6.3
2,Hospital Care (Millions of Dollars),State,2,Mideast,New Jersey,9116,9981,10803,11375,11318,11353,11620,11965,11962,13240,13675,15095,16173,16848,17686,18515,19400,19527,21851,22310,22443,24400,25087,25930,27358,29269,30431,31123,33357,36732,4.9
2,Hospital Care (Millions of Dollars),State,6,Southwest,New Mexico,1575,1738,1856,1918,1973,2064,2222,2332,2514,2520,2706,2892,2964,3288,3825,3941,4277,4821,5241,5577,5591,5750,5861,6175,6630,6881,7224,7391,7750,8340,5.9
2,Hospital Care (Millions of Dollars),State,2,Mideast,New York,24556,26111,27782,29541,29983,30919,31230,31685,33149,34516,36658,39268,42655,45601,47599,51120,53427,54680,59105,61655,63292,66339,69364,71932,73711,79977,84251,87748,95566,106356,5.2
2,Hospital Care (Millions of Dollars),State,5,Southeast,North Carolina,6433,7075,7549,8075,8698,9359,9920,10221,10997,11899,12721,13597,14895,16238,17325,18809,19470,20089,21663,22738,23860,25756,25424,26253,28206,29873,31065,32347,34184,35243,6
2,Hospital Care (Millions of Dollars),State,4,Plains,North Dakota,671,738,792,860,936,991,1071,1118,1132,1151,1282,1430,1417,1511,1611,1715,1818,1905,2120,2155,2331,2388,2577,2696,2864,2910,2942,3065,3370,3608,6
2,Hospital Care (Millions of Dollars),State,3,Great Lakes,Ohio,12263,13264,14024,14542,15059,15845,16077,15925,16745,17491,19420,20883,22720,24871,27397,29241,30435,30973,34548,35229,34800,37519,38660,39687,40515,41640,42879,43982,48504,48893,4.9
2,Hospital Care (Millions of Dollars),State,6,Southwest,Oklahoma,3143,3402,3548,3725,3930,4142,4164,4344,4583,4785,5166,5537,6378,6635,7431,7839,8330,8896,9179,9766,10397,11034,11510,12193,12644,12999,13804,14358,14869,15888,5.7
2,Hospital Care (Millions of Dollars),State,8,Far West,Oregon,2367,2652,2843,2933,3098,3211,3399,3636,3898,4228,4730,5188,5507,6002,6600,7102,7563,7946,8659,9391,9775,10150,10666,11727,12991,13673,13929,14500,15470,16318,6.9
