Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Average_Annual_Percent_Growth
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Connecticut,1706,1926,2132,2381,2654,2841,2932,2871,2899,3101,3444,3674,3891,4287,4495,5214,5497,5872,6173,6288,6543,6705,7048,7369,7627,7814,8156,8427,8932,8919,5.9
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,Delaware,350,342,377,420,453,500,524,556,563,606,693,753,823,946,1006,1170,1282,1433,1503,1581,1680,1749,1870,2015,2104,2203,2296,2448,2622,2608,7.2
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,District of Columbia,342,384,418,455,482,517,548,563,554,565,566,588,608,651,699,769,778,829,860,884,921,953,990,1025,1082,1117,1151,1186,1249,1254,4.6
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Florida,8897,10504,11809,13525,14747,15872,16647,16349,16909,17787,19448,20891,22468,24906,27142,31388,33347,36467,39333,40687,42679,44628,45785,47826,50430,51599,53686,56930,61804,63829,7
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Georgia,2676,3152,3388,3768,4193,4472,4695,4481,4619,4810,5289,5752,6233,7014,7656,9382,10107,10892,11713,12377,13013,13843,14551,15267,16068,17010,18063,19324,21050,21709,7.5
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Hawaii,362,406,449,502,559,587,619,612,657,721,821,879,925,989,1043,1219,1293,1438,1540,1624,1734,1840,1900,2026,2152,2269,2351,2490,2688,2762,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,324,379,420,480,549,601,650,644,668,727,807,865,936,1035,1143,1380,1472,1597,1731,1810,1943,2085,2193,2374,2513,2659,2824,3042,3319,3471,8.5
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Illinois,5282,5976,6510,7292,7841,8303,8550,8488,8633,9048,10077,10745,11399,12495,13527,15851,16831,18052,19058,19800,20642,21205,21732,22546,23173,23982,24926,26258,27700,27414,5.8
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Indiana,2270,2706,2968,3275,3624,3835,4118,4089,4008,4218,4773,5063,5497,6084,6628,7786,8270,9017,9644,10061,10601,11022,11507,12034,12465,12975,13570,14321,15285,15554,6.9
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Iowa,1228,1352,1429,1548,1667,1771,1867,1861,1920,2046,2289,2388,2516,2747,3030,3621,3825,4068,4247,4390,4582,4791,4982,5181,5433,5607,5965,6292,6712,6804,6.1
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Kansas,1117,1251,1348,1486,1651,1743,1842,1799,1843,1937,2134,2271,2466,2668,2888,3414,3602,3797,3962,4134,4287,4440,4575,4817,4978,5129,5424,5784,6132,6195,6.1
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Kentucky,1709,1920,2096,2337,2539,2736,2930,2881,2906,3090,3527,3813,4066,4470,4931,5796,6236,6740,7108,7465,7844,8126,8432,8715,8961,9348,9890,10335,10974,10989,6.6
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Louisiana,2158,2461,2743,3239,3618,3970,4156,4026,4019,3975,4299,4560,4799,5490,5800,6517,6942,7436,7877,8251,8536,8724,8851,9115,9474,9769,10164,10699,11353,11642,6
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Maine,496,550,606,682,763,839,906,907,926,1000,1110,1158,1253,1383,1508,1802,1964,2100,2240,2284,2423,2502,2622,2780,2907,3049,3225,3394,3641,3592,7.1
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,Maryland,2205,2530,2756,2969,3097,3260,3447,3679,3873,4120,4569,4900,5295,5805,6303,7274,7675,8323,8661,8952,9609,9908,10363,10909,11453,11813,12411,12952,13685,13532,6.5
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Massachusetts,3473,3969,4492,4915,5440,5871,5983,5748,5869,6062,6553,6892,7258,7844,8301,9591,10284,10943,11640,12079,12544,13153,13434,14185,14841,15342,15831,16814,17817,17454,5.7
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Michigan,4386,4943,5373,6091,6812,7297,7610,7581,7713,8080,9135,9727,10348,11397,12438,14357,15386,16609,17537,17980,18662,19382,20054,20847,21552,22080,22944,23716,24980,24706,6.1
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Minnesota,1651,1833,1938,2099,2327,2521,2642,2691,2759,2975,3385,3677,3924,4364,4812,5694,6029,6478,6793,7076,7374,7771,8197,8769,9310,9628,10418,11093,11368,11394,6.9
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Mississippi,1199,1396,1540,1758,2012,2270,2393,2228,2189,2297,2555,2750,3010,3379,3626,4285,4569,4910,5183,5405,5538,5722,5808,6033,6279,6477,6781,7132,7628,7574,6.6
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Missouri,2521,2921,3205,3578,3884,4061,4245,4225,4295,4485,4995,5306,5632,6143,6621,7806,8421,8975,9525,9872,10233,10746,11080,11625,12019,12431,13058,13712,14644,14952,6.3
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,318,360,401,434,469,485,517,514,536,573,650,672,726,805,877,1022,1101,1175,1222,1287,1334,1421,1509,1599,1689,1791,1959,2067,2253,2218,6.9
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Nebraska,600,657,707,785,865,941,1021,1014,1073,1159,1296,1403,1493,1651,1797,2126,2239,2369,2485,2604,2690,2795,2902,3024,3207,3316,3510,3743,3978,4079,6.8
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Nevada,502,582,687,793,884,982,1078,1084,1195,1280,1444,1635,1808,2068,2261,2584,2771,3066,3347,3582,3845,4094,4371,4693,5055,5382,5726,6172,6700,6861,9.4
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,New Hampshire,386,444,483,550,616,672,716,721,716,789,895,961,1069,1172,1268,1499,1629,1768,1869,1942,2089,2185,2303,2407,2544,2681,2834,3042,3211,3100,7.4
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,New Jersey,3961,4788,5215,5594,6070,6363,6854,7143,7562,8022,9161,9700,9680,9936,10745,12672,13805,14756,15454,15961,16628,17010,17598,18453,19000,19698,20095,21064,21936,21391,6
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,New Mexico,502,555,602,692,783,855,901,900,935,972,1091,1217,1312,1455,1622,1937,2105,2298,2470,2593,2734,2875,2991,3142,3310,3493,3686,3921,4197,4233,7.6
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,New York,9528,10596,11821,13034,14247,15237,16068,16235,16691,17497,18915,19979,20996,22805,24571,28111,30138,32291,34031,34949,36367,37512,38377,39700,41030,42221,43715,45920,49153,49072,5.8
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,North Carolina,2606,2966,3275,3724,4275,4662,4985,5059,5262,5559,6331,6898,7639,8555,9398,11312,12242,13128,14054,14770,15523,16233,16975,17694,18566,19329,20320,21734,23438,24024,8
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,North Dakota,252,292,318,347,379,383,396,389,402,418,464,506,536,592,630,745,753,820,836,871,948,1000,1039,1103,1151,1205,1283,1349,1422,1455,6.2
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Ohio,5171,5775,6211,6866,7547,8030,8460,8482,8557,9042,9981,10651,11479,12623,13687,15805,16793,18130,19238,19936,20833,21479,22359,23194,23732,24513,25745,27057,28735,28900,6.1
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,1405,1588,1738,2070,2393,2628,2765,2637,2670,2710,2943,3187,3520,3897,4203,5013,5307,5605,5879,6178,6322,6477,6625,6955,7273,7597,8074,8604,9327,9356,6.8
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Oregon,1164,1320,1414,1503,1640,1755,1850,1856,1984,2166,2495,2675,2897,3141,3325,3935,4251,4620,4950,5165,5446,5756,6047,6478,6919,7331,7799,8311,8913,9086,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,Pennsylvania,8594,8368,9277,9920,10702,11407,11928,11847,11945,12528,13527,14282,14776,15583,16919,19821,21190,22644,23788,24457,25354,25981,26776,27884,28885,29487,30773,32180,33683,33731,4.8
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Rhode Island,528,599,656,713,781,880,944,913,899,919,1024,1053,1099,1191,1272,1508,1600,1719,1821,1888,1918,1973,2057,2167,2213,2263,2296,2380,2517,2521,5.5
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,South Carolina,1228,1425,1607,1962,2148,2369,2555,2629,2755,2994,3425,3670,3950,4330,4776,5708,6165,6720,7191,7611,7983,8421,8848,9351,9803,10237,10916,11672,12703,13136,8.5
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,South Dakota,280,313,331,363,403,425,447,450,472,498,555,580,631,690,745,865,959,1021,1072,1113,1198,1249,1315,1407,1493,1578,1665,1767,1884,1903,6.8
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Tennessee,2404,2765,3112,3514,3879,4182,4340,4091,4085,4334,4843,5293,5694,6277,6869,8473,8993,9665,10331,10717,11136,11583,11868,12462,13077,13572,14371,14976,16107,16465,6.9
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Texas,6149,7347,8344,9950,11565,12914,14016,13473,13055,13598,14979,16403,17932,20191,22481,26596,28624,30877,33325,35000,36673,38358,39793,41904,44060,45758,47946,51163,55673,57621,8
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,429,500,569,636,737,799,832,804,811,873,1000,1093,1206,1382,1512,1811,1964,2099,2273,2384,2526,2683,2826,3018,3193,3341,3638,3919,4273,4420,8.4
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Vermont,199,225,247,277,311,332,350,353,375,413,462,484,511,555,600,734,798,859,915,976,1013,1071,1120,1176,1246,1307,1367,1324,1337,1319,6.7
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Virginia,2230,2530,2753,3115,3389,3652,3904,3861,4013,4275,4777,5159,5594,6088,6584,7763,8409,9099,9693,10140,10794,11391,11996,12605,13176,13761,14502,15395,16517,16403,7.1
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Washington,1910,2168,2299,2501,2714,2882,3077,3065,3191,3435,3805,4146,4377,4887,5307,6233,6698,7275,7915,8215,8673,9295,9766,10308,10929,11544,12250,12998,13836,13927,7.1
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,West Virginia,942,1091,1136,1250,1358,1498,1567,1549,1560,1626,1827,1927,2053,2278,2402,2830,3098,3362,3490,3597,3751,3886,4028,4207,4316,4494,4693,4914,5198,5098,6
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,1964,2196,2337,2562,2803,3000,3180,3169,3214,3424,3851,4141,4504,4984,5403,6379,6885,7443,7881,8106,8477,8889,9231,9789,10263,10670,11323,12065,12889,13061,6.8
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,146,164,194,217,245,252,261,257,278,294,323,336,376,416,445,520,545,578,626,676,714,756,786,837,906,954,1004,1097,1164,1169,7.4
2,Medicare/Hospital Care (Millions of Dollars),United States,0,United States,,73244,82976,91397,99730,108127,114361,119102,117825,121238,123510,135204,143680,151034,162883,176584,184931,193394,205900,214787,220763,227736,237965,246272,253530,261800,273929,286479,300483,318046,319278,5.2
2,Medicare/Hospital Care (Millions of Dollars),Region,1,New England,,4423,4947,5408,5783,6296,6666,6806,6691,6864,7059,7713,8046,8563,9246,9728,10187,10722,11337,11937,12219,12669,13409,13977,14433,14889,15574,16057,16605,17398,16736,4.7
2,Medicare/Hospital Care (Millions of Dollars),Region,2,Mideast,,16438,17526,19596,20961,22226,23125,23931,24189,25136,25551,27725,29233,29787,31290,33849,35105,36828,38896,39915,40432,41221,42105,43150,44096,45289,46869,48359,50343,52772,51993,4.1
2,Medicare/Hospital Care (Millions of Dollars),Region,3,Great Lakes,,12380,14129,15324,16667,18105,19023,19649,19460,19786,20124,22225,23467,24759,26961,29225,30623,31661,33467,34987,35604,36587,37937,39184,39979,40534,42461,44243,45977,48293,47683,4.8
2,Medicare/Hospital Care (Millions of Dollars),Region,4,Plains,,5164,5901,6367,6853,7409,7742,8109,8055,8347,8541,9362,9944,10495,11336,12424,12875,13435,14145,14720,15239,15813,16656,17473,18263,19049,19791,21041,22207,22560,22549,5.2
2,Medicare/Hospital Care (Millions of Dollars),Region,5,Southeast,,17308,20249,22197,24722,27336,29333,30748,29989,30577,31379,34559,36847,38885,42532,45850,48151,50456,53527,56035,57466,59081,62195,64021,66061,67701,70937,74525,78434,84189,85566,5.7
2,Medicare/Hospital Care (Millions of Dollars),Region,6,Southwest,,6021,7061,7888,8964,9937,10673,11165,10996,11288,11313,12408,13641,14720,16118,17665,18587,19445,20734,21931,22797,23740,24912,25683,26717,27696,29040,30496,32455,34842,35921,6.4
2,Medicare/Hospital Care (Millions of Dollars),Region,7,Rocky Mountains,,1538,1765,1971,2128,2362,2469,2567,2520,2682,2709,2925,3148,3372,3746,4121,4340,4548,4782,5047,5299,5569,5935,6285,6656,6946,7389,8008,8634,9235,9307,6.4
2,Medicare/Hospital Care (Millions of Dollars),Region,8,Far West,,9972,11398,12646,13651,14456,15329,16128,15924,16558,16834,18287,19354,20453,21654,23721,25064,26300,29011,30216,31707,33058,34817,36499,37325,39695,41869,43748,45829,48759,49524,5.7
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Alabama,1244,1437,1595,1750,1904,2014,2078,1990,2022,2058,2238,2426,2563,2804,2995,3118,3200,3362,3409,3410,3483,3665,3809,3937,4011,4163,4272,4510,4798,4922,4.9
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Alaska,65,79,88,98,117,127,135,134,147,159,171,187,201,225,236,261,268,297,328,335,366,386,425,451,467,533,574,617,625,622,8.1
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,Arizona,1081,1115,1217,1306,1408,1488,1517,1466,1531,1632,1810,2001,2201,2502,2835,3015,3242,3563,3812,3953,4126,4270,4443,4574,4752,5007,5419,5732,6104,6192,6.2
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Arkansas,818,878,920,1023,1126,1208,1271,1267,1269,1295,1457,1554,1645,1790,1946,2006,2146,2232,2298,2311,2399,2510,2542,2608,2695,2831,2985,3120,3255,3233,4.9
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,California,7477,8524,9570,10380,10899,11562,12108,11960,12342,12430,13395,14051,14864,15447,17040,18058,18970,21013,21693,22893,23789,24933,26044,26324,28054,29451,30519,31830,33869,34651,5.4
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,729,834,914,1001,1104,1157,1185,1156,1255,1227,1302,1440,1527,1692,1868,1959,2044,2165,2280,2415,2507,2660,2766,2928,3036,3248,3512,3757,3991,4026,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Connecticut,1040,1163,1256,1344,1483,1551,1568,1559,1605,1657,1804,1910,2028,2232,2286,2413,2511,2655,2776,2752,2855,2966,3157,3263,3311,3409,3556,3569,3749,3715,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Delaware,240,214,239,257,264,289,299,328,339,349,394,428,460,533,560,581,625,691,694,715,750,775,846,905,944,1008,1041,1109,1175,1148,5.5
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,District of Columbia,219,247,274,294,302,322,338,368,360,364,350,359,369,400,429,435,432,455,456,459,469,485,499,500,525,555,568,569,582,578,3.4
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Florida,4509,5516,6196,6891,7532,8011,8387,8043,8227,8590,9402,9941,10324,11137,11879,12675,13455,14376,15104,15435,15731,16799,17104,17857,18301,19186,20200,21342,23433,24585,6
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Georgia,1655,1950,2026,2185,2502,2652,2785,2647,2734,2770,3003,3237,3447,3861,4182,4466,4663,4903,5240,5467,5546,5826,6102,6273,6471,6911,7282,7785,8502,8759,5.9
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Hawaii,228,257,281,311,347,359,387,368,391,415,468,486,509,551,577,597,595,664,679,716,771,807,804,836,891,934,986,1036,1112,1145,5.7
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,214,256,279,306,336,367,393,396,419,437,476,505,543,592,660,702,721,765,818,848,926,1002,1068,1149,1183,1262,1357,1457,1559,1601,7.2
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Illinois,3467,3957,4312,4743,5076,5365,5451,5350,5440,5525,6051,6344,6593,7114,7638,8059,8381,8868,9143,9259,9551,9874,10097,10227,10312,10841,11286,11824,12409,12197,4.4
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Indiana,1494,1801,1969,2098,2289,2357,2545,2544,2495,2536,2807,2909,3112,3411,3724,3885,4000,4315,4582,4636,4832,5106,5300,5466,5598,5840,6080,6384,6741,6711,5.3
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Iowa,858,952,1007,1062,1120,1188,1252,1248,1293,1339,1483,1536,1591,1711,1926,2027,2108,2208,2265,2315,2410,2537,2656,2709,2812,2876,3068,3194,3371,3344,4.8
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Kansas,730,834,900,974,1081,1127,1175,1161,1183,1206,1304,1382,1515,1620,1720,1753,1832,1928,1988,2068,2136,2221,2307,2389,2434,2482,2639,2805,2947,2937,4.9
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Kentucky,1086,1221,1332,1482,1600,1735,1845,1817,1792,1860,2104,2259,2381,2595,2875,3014,3170,3433,3527,3623,3774,3923,3983,4037,4086,4257,4494,4647,4870,4725,5.2
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Louisiana,1394,1592,1745,1981,2154,2277,2358,2361,2395,2301,2499,2660,2739,3089,3241,3219,3327,3492,3632,3801,3890,3997,4090,4161,4162,4322,4524,4725,4930,5016,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Maine,326,352,383,416,452,490,527,539,564,596,664,691,749,821,903,958,1043,1094,1158,1165,1233,1274,1337,1382,1423,1492,1566,1605,1697,1585,5.6
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Maryland,1445,1696,1863,1932,1925,1967,2043,2256,2398,2496,2761,2981,3178,3482,3773,4100,4275,4615,4674,4741,5095,5212,5465,5621,5813,5987,6277,6436,6663,6654,5.4
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Massachusetts,2324,2605,2875,3051,3308,3486,3518,3425,3501,3573,3869,4024,4252,4533,4736,4884,5110,5381,5707,5895,6074,6534,6672,6920,7154,7492,7665,8125,8590,8234,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Michigan,2722,3119,3397,3785,4219,4470,4592,4587,4719,4778,5382,5724,5965,6501,7087,7405,7630,7958,8341,8554,8699,9009,9283,9491,9624,9998,10374,10521,10947,10614,4.8
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Minnesota,1126,1250,1302,1362,1506,1606,1682,1734,1793,1840,2042,2228,2363,2606,2911,3030,3157,3363,3496,3692,3865,4089,4377,4688,5030,5270,5730,6138,5643,5526,5.6
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Mississippi,743,872,938,1048,1250,1411,1478,1376,1353,1382,1509,1578,1689,1885,2052,2127,2221,2393,2480,2574,2619,2745,2783,2857,2918,3011,3136,3236,3444,3360,5.3
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Missouri,1678,1982,2200,2414,2567,2621,2736,2668,2757,2789,3034,3175,3302,3517,3819,3961,4167,4344,4578,4667,4763,5014,5168,5380,5516,5740,5976,6253,6598,6688,4.9
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Montana,217,247,279,296,309,312,332,334,353,368,411,424,455,504,561,579,616,657,669,705,735,788,856,889,923,976,1069,1167,1271,1238,6.2
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Nebraska,407,453,491,538,588,637,678,667,717,751,825,899,944,1027,1128,1169,1199,1254,1302,1364,1386,1452,1522,1556,1636,1695,1792,1900,1988,2022,5.7
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Nevada,277,326,387,443,493,538,588,576,623,640,721,827,906,992,1099,1154,1223,1351,1498,1586,1676,1797,1881,2030,2207,2348,2470,2707,2901,2977,8.5
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,New Hampshire,261,296,317,358,394,423,438,442,435,474,531,565,637,686,742,811,874,944,978,1003,1096,1162,1240,1276,1342,1431,1505,1610,1654,1553,6.3
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,New Jersey,2457,3117,3416,3561,3749,3850,4098,4272,4600,4697,5396,5674,5485,5315,5708,5966,6413,6715,6788,6915,6973,7141,7311,7664,7991,8436,8479,8859,9116,8777,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,New Mexico,318,352,375,425,469,502,516,523,570,558,620,690,721,762,852,912,975,1051,1113,1170,1203,1274,1329,1405,1444,1559,1640,1727,1842,1799,6.2
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,New York,6203,6898,7765,8561,9280,9652,9896,9834,10241,10267,10856,11366,11828,12773,13821,14164,14841,15735,16317,16427,16563,16960,17133,17253,17525,18155,18776,19616,20904,20668,4.2
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,North Carolina,1590,1874,2064,2291,2654,2866,3021,3078,3189,3223,3595,3857,4243,4757,5209,5439,5750,6050,6420,6626,6867,7191,7465,7605,7841,8166,8588,9110,9699,9820,6.5
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,North Dakota,169,207,232,250,274,274,283,274,282,284,310,344,362,400,430,431,437,489,490,511,575,619,656,695,721,760,813,842,873,892,5.9
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Ohio,3382,3801,4101,4405,4763,4985,5125,5049,5127,5210,5668,6006,6396,6979,7576,7887,8088,8536,8996,9158,9387,9621,9980,10114,10161,10748,11190,11607,12242,12188,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,Oklahoma,944,1070,1142,1307,1430,1527,1577,1566,1617,1579,1688,1851,2048,2222,2365,2487,2564,2678,2736,2866,2956,3073,3159,3290,3427,3594,3828,4099,4400,4405,5.5
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Oregon,732,844,890,913,995,1047,1104,1111,1197,1250,1427,1495,1610,1753,1849,1910,2014,2128,2208,2283,2396,2524,2698,2838,2983,3186,3433,3613,3882,3876,5.9
