location_id,location_name,race_group,year_id,val,lower,upper
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2012,16.68683409,3.880800406,59.80771356
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2013,17.49737259,5.064527654,58.64193387
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2014,17.96027795,4.6888156,65.57357177
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2015,19.78113219,5.014037879,76.52181877
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2016,24.75443862,6.479055066,80.09073296
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2017,32.31885633,7.572599556,115.3678604
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2018,35.07261685,9.518362395,105.17145
523,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2019,28.50854297,4.914595398,113.7466646
523,Alabama,Non-Hispanic Black,1999,30.61592998,22.58995973,40.88537454
523,Alabama,Non-Hispanic Black,2000,21.60956627,14.68208555,30.50626937
523,Alabama,Non-Hispanic Black,2001,20.86625809,13.29364815,31.10093874
523,Alabama,Non-Hispanic Black,2002,26.24607193,19.11427248,35.63029662
523,Alabama,Non-Hispanic Black,2003,33.33604614,24.94918019,43.60069252
523,Alabama,Non-Hispanic Black,2004,38.13290405,29.31383001,48.55182894
523,Alabama,Non-Hispanic Black,2005,39.67449862,31.30741367,50.34042509
523,Alabama,Non-Hispanic Black,2006,38.58906345,28.54610536,50.90152674
523,Alabama,Non-Hispanic Black,2007,36.21289088,27.5419184,46.585776
523,Alabama,Non-Hispanic Black,2008,33.55762649,25.62476192,43.27376313
523,Alabama,Non-Hispanic Black,2009,33.00966934,24.36617804,43.52862616
523,Alabama,Non-Hispanic Black,2010,34.40891382,25.93790124,43.89575046
523,Alabama,Non-Hispanic Black,2011,36.74586852,27.38976715,47.86908657
523,Alabama,Non-Hispanic Black,2012,39.66893914,28.4149994,53.2932902
523,Alabama,Non-Hispanic Black,2013,43.85573046,33.47282672,56.76981091
523,Alabama,Non-Hispanic Black,2014,50.18854853,36.79116092,66.08137412
523,Alabama,Non-Hispanic Black,2015,61.18521927,44.02204513,81.49637148
523,Alabama,Non-Hispanic Black,2016,80.15670751,57.45179755,105.0411727
523,Alabama,Non-Hispanic Black,2017,101.0259615,66.06304376,143.1208145
523,Alabama,Non-Hispanic Black,2018,101.5134622,72.73502713,135.8022082
523,Alabama,Non-Hispanic Black,2019,78.16197372,55.0357767,114.388424
523,Alabama,Non-Hispanic White,1999,9.720771342,6.878041853,13.24800899
523,Alabama,Non-Hispanic White,2000,9.016812816,6.31930888,12.4334505
523,Alabama,Non-Hispanic White,2001,9.301326078,6.295623924,13.32603391
523,Alabama,Non-Hispanic White,2002,10.58613267,7.594147795,14.26027661
523,Alabama,Non-Hispanic White,2003,11.95163154,8.220614513,17.78273318
523,Alabama,Non-Hispanic White,2004,12.82494976,8.490051112,19.60137628
523,Alabama,Non-Hispanic White,2005,13.16225065,8.634528363,19.4369645
523,Alabama,Non-Hispanic White,2006,13.06757837,8.162680307,19.85699867
523,Alabama,Non-Hispanic White,2007,12.74499746,8.446874014,18.40440487
523,Alabama,Non-Hispanic White,2008,12.34070972,8.461408778,17.11001081
523,Alabama,Non-Hispanic White,2009,12.36684533,8.171968708,17.76450166
523,Alabama,Non-Hispanic White,2010,12.78642575,8.829721173,17.39978147
523,Alabama,Non-Hispanic White,2011,13.37365724,8.527199187,19.79721942
523,Alabama,Non-Hispanic White,2012,14.73335668,9.103824241,23.11335989
523,Alabama,Non-Hispanic White,2013,17.45084171,11.52034704,26.06605509
523,Alabama,Non-Hispanic White,2014,21.94776033,14.05162496,33.62640367
523,Alabama,Non-Hispanic White,2015,28.61233601,17.81896309,44.36962268
523,Alabama,Non-Hispanic White,2016,38.75915299,26.7538508,55.55592012
523,Alabama,Non-Hispanic White,2017,49.79609647,36.75628783,68.13844386
523,Alabama,Non-Hispanic White,2018,53.62364603,41.46173325,68.5460849
523,Alabama,Non-Hispanic White,2019,47.10132852,30.41024639,70.46559716
524,Alaska,Hispanic and any race,1999,4.616518569,1.080895462,18.17666068
524,Alaska,Hispanic and any race,2000,5.545735438,1.295938139,21.75517875
524,Alaska,Hispanic and any race,2001,5.796710549,1.260450207,24.94875505
524,Alaska,Hispanic and any race,2002,5.913718278,1.322524342,23.35131513
524,Alaska,Hispanic and any race,2003,6.257573622,1.503561227,24.52130523
524,Alaska,Hispanic and any race,2004,6.93927278,1.714815992,27.8213321
524,Alaska,Hispanic and any race,2005,8.009827535,2.061315996,31.74273009
524,Alaska,Hispanic and any race,2006,9.252670711,2.363513057,36.54089472
524,Alaska,Hispanic and any race,2007,10.34683898,2.676033421,40.2402114
524,Alaska,Hispanic and any race,2008,10.84450364,2.92475422,40.32604581
524,Alaska,Hispanic and any race,2009,10.56780485,2.705355725,39.34002933
524,Alaska,Hispanic and any race,2010,9.665523708,2.255996744,36.34090458
524,Alaska,Hispanic and any race,2011,8.389428382,1.750235389,33.7303461
524,Alaska,Hispanic and any race,2012,7.703883896,1.553036409,33.94117347
524,Alaska,Hispanic and any race,2013,7.86469918,1.628607795,34.25145343
524,Alaska,Hispanic and any race,2014,8.808533141,1.738919153,44.02409588
524,Alaska,Hispanic and any race,2015,9.879983353,1.964330804,47.15573302
524,Alaska,Hispanic and any race,2016,10.83430351,2.198763179,50.71040061
524,Alaska,Hispanic and any race,2017,11.20546203,2.362685763,47.58164579
524,Alaska,Hispanic and any race,2018,10.69546665,2.349222007,44.25370579
524,Alaska,Hispanic and any race,2019,9.283169112,1.636027731,49.12797143
524,Alaska,Non-Hispanic American Indian and Alaska Native,1999,12.0423715,3.777154588,34.95703844
524,Alaska,Non-Hispanic American Indian and Alaska Native,2000,6.664361495,1.243968812,28.73353697
524,Alaska,Non-Hispanic American Indian and Alaska Native,2001,5.34696931,0.592870608,27.58403097
524,Alaska,Non-Hispanic American Indian and Alaska Native,2002,6.193051319,1.134712563,22.21725059
524,Alaska,Non-Hispanic American Indian and Alaska Native,2003,7.542113944,1.592059977,25.22932632
524,Alaska,Non-Hispanic American Indian and Alaska Native,2004,8.913172776,2.016207765,28.11935826
524,Alaska,Non-Hispanic American Indian and Alaska Native,2005,10.84702995,3.595683904,28.15657275
524,Alaska,Non-Hispanic American Indian and Alaska Native,2006,14.17225305,4.631330189,37.53626515
524,Alaska,Non-Hispanic American Indian and Alaska Native,2007,19.94223761,7.015176574,48.90154467
524,Alaska,Non-Hispanic American Indian and Alaska Native,2008,28.2158001,9.632741886,71.03066911
524,Alaska,Non-Hispanic American Indian and Alaska Native,2009,31.65619351,9.308226532,86.02319204
524,Alaska,Non-Hispanic American Indian and Alaska Native,2010,28.00523478,9.441764978,68.05811402
524,Alaska,Non-Hispanic American Indian and Alaska Native,2011,20.05886915,5.968547994,54.72578269
524,Alaska,Non-Hispanic American Indian and Alaska Native,2012,16.15546724,4.239023782,47.15094811
524,Alaska,Non-Hispanic American Indian and Alaska Native,2013,15.5069849,5.297599669,38.8068263
524,Alaska,Non-Hispanic American Indian and Alaska Native,2014,17.25333105,5.960972039,40.78586175
524,Alaska,Non-Hispanic American Indian and Alaska Native,2015,23.76972151,7.966289072,56.16543347
524,Alaska,Non-Hispanic American Indian and Alaska Native,2016,41.58125186,17.63657981,80.4322822
524,Alaska,Non-Hispanic American Indian and Alaska Native,2017,70.64357642,28.32704289,142.963102
524,Alaska,Non-Hispanic American Indian and Alaska Native,2018,82.04595299,35.35799689,160.6221776
524,Alaska,Non-Hispanic American Indian and Alaska Native,2019,59.19324363,19.48794422,154.7837035
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",1999,21.32264883,6.010282358,65.20296253
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2000,16.09575395,3.725253925,60.60838154
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2001,16.55337411,3.067650977,77.31819097
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2002,19.30862927,3.976660961,77.7184265
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2003,21.4764152,4.868188516,84.86297468
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2004,22.71799585,5.85309247,77.39459457
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2005,23.05200575,6.729948348,79.60455706
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2006,21.79127831,6.190780332,92.21921792
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2007,19.76758149,6.002250489,74.78310359
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2008,17.27702936,5.330990927,56.1495399
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2009,15.39950421,4.328579702,51.62288204
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2010,14.48433752,4.440943868,41.84319394
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2011,14.5528748,4.200014548,38.17051119
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2012,16.61322676,4.717362042,48.04537487
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2013,21.77379546,6.488614329,65.18596159
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2014,30.05019213,7.933031408,112.125156
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2015,35.81764587,8.704817443,148.3344035
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2016,36.7334345,8.444600767,163.503992
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2017,34.36750585,7.291246879,162.9308153
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2018,32.22661704,8.739496574,123.7619696
524,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2019,28.94658239,6.500395411,115.4846968
524,Alaska,Non-Hispanic Black,1999,10.27329398,2.390651967,36.29733222
524,Alaska,Non-Hispanic Black,2000,9.37758237,2.0444441,41.6020663
524,Alaska,Non-Hispanic Black,2001,10.48581625,1.947960968,51.72055148
524,Alaska,Non-Hispanic Black,2002,13.81096662,2.956775639,60.82995919
524,Alaska,Non-Hispanic Black,2003,17.21729831,3.652212705,72.03001007
524,Alaska,Non-Hispanic Black,2004,19.17900281,4.372939646,78.6091458
524,Alaska,Non-Hispanic Black,2005,19.50913817,4.746543069,71.23628994
524,Alaska,Non-Hispanic Black,2006,18.63859437,4.336436541,69.63588206
524,Alaska,Non-Hispanic Black,2007,17.1710909,4.179562535,64.27115576
524,Alaska,Non-Hispanic Black,2008,15.62138997,3.873826672,62.76019779
524,Alaska,Non-Hispanic Black,2009,14.95180956,3.782163223,62.53351571
524,Alaska,Non-Hispanic Black,2010,15.12983012,3.616805235,57.26197936
524,Alaska,Non-Hispanic Black,2011,15.67487209,3.848294391,58.80215404
524,Alaska,Non-Hispanic Black,2012,15.88403812,3.892274235,58.69883432
524,Alaska,Non-Hispanic Black,2013,15.79163766,3.912084851,58.99664798
524,Alaska,Non-Hispanic Black,2014,15.68210959,3.649252705,63.13388329
524,Alaska,Non-Hispanic Black,2015,16.35361338,3.688355812,66.12246517
524,Alaska,Non-Hispanic Black,2016,18.10525695,4.392239816,73.11586129
524,Alaska,Non-Hispanic Black,2017,21.46550929,4.690562399,96.58420039
524,Alaska,Non-Hispanic Black,2018,27.13134028,4.490410794,152.5773598
524,Alaska,Non-Hispanic Black,2019,33.08788115,2.75509422,340.536865
524,Alaska,Non-Hispanic White,1999,5.227503422,2.646158683,9.371957908
524,Alaska,Non-Hispanic White,2000,5.686036622,2.589359614,12.6846382
524,Alaska,Non-Hispanic White,2001,6.500066098,2.650527077,16.44228483
524,Alaska,Non-Hispanic White,2002,7.934390276,3.679455435,17.54542461
524,Alaska,Non-Hispanic White,2003,9.245246294,3.967859231,20.56341044
524,Alaska,Non-Hispanic White,2004,10.05024219,4.645848047,21.46029189
524,Alaska,Non-Hispanic White,2005,10.16034612,5.190663028,20.71271891
524,Alaska,Non-Hispanic White,2006,9.471586738,4.647703348,19.7400158
524,Alaska,Non-Hispanic White,2007,8.425199303,4.263959168,16.34348249
524,Alaska,Non-Hispanic White,2008,7.407342615,3.73442332,14.26959912
524,Alaska,Non-Hispanic White,2009,7.299391755,3.564284829,15.11252057
524,Alaska,Non-Hispanic White,2010,8.162071015,4.065988017,15.82876754
524,Alaska,Non-Hispanic White,2011,9.726912955,5.112797722,18.23583572
524,Alaska,Non-Hispanic White,2012,10.85164472,5.690038222,20.64222061
524,Alaska,Non-Hispanic White,2013,11.44880545,6.231964805,20.93009066
524,Alaska,Non-Hispanic White,2014,11.58861975,5.85035898,22.23072363
524,Alaska,Non-Hispanic White,2015,11.58518237,5.708485093,23.84261904
524,Alaska,Non-Hispanic White,2016,11.59765339,5.625014037,22.20836359
524,Alaska,Non-Hispanic White,2017,12.65843417,5.559126024,27.6710256
524,Alaska,Non-Hispanic White,2018,17.02479081,7.411683687,37.3303697
524,Alaska,Non-Hispanic White,2019,26.32333462,8.139374449,80.69196265
525,Arizona,Hispanic and any race,1999,7.590151532,5.022545695,10.99207794
525,Arizona,Hispanic and any race,2000,9.753595906,6.195503056,14.69476575
525,Arizona,Hispanic and any race,2001,10.85212553,6.473479577,17.86285858
525,Arizona,Hispanic and any race,2002,10.46151638,6.582780986,15.51315073
525,Arizona,Hispanic and any race,2003,9.728138343,6.17999537,14.67264852
525,Arizona,Hispanic and any race,2004,9.478466801,6.195877213,14.04880845
525,Arizona,Hispanic and any race,2005,9.670373244,7.008491361,13.15442
525,Arizona,Hispanic and any race,2006,9.977896972,7.034370556,14.14280991
525,Arizona,Hispanic and any race,2007,10.58823826,7.716254232,14.39939623
525,Arizona,Hispanic and any race,2008,11.879841,8.963604499,15.41058758
525,Arizona,Hispanic and any race,2009,14.11100655,10.15893493,18.92020202
525,Arizona,Hispanic and any race,2010,16.83199974,12.07316497,22.58237588
525,Arizona,Hispanic and any race,2011,18.72834217,12.05504612,27.76096183
525,Arizona,Hispanic and any race,2012,19.37793129,11.94642375,30.34797231
525,Arizona,Hispanic and any race,2013,19.69221263,13.50674629,27.65514565
525,Arizona,Hispanic and any race,2014,20.35901473,14.81043479,26.67377235
525,Arizona,Hispanic and any race,2015,21.63208211,15.84395721,28.24063228
525,Arizona,Hispanic and any race,2016,23.50672345,18.18110013,29.20737179
525,Arizona,Hispanic and any race,2017,25.97916381,19.21350127,34.70325268
525,Arizona,Hispanic and any race,2018,29.18063432,22.32910236,38.59856496
525,Arizona,Hispanic and any race,2019,32.13618773,19.6396198,51.81342274
525,Arizona,Non-Hispanic American Indian and Alaska Native,1999,28.57111081,10.19388556,57.64623941
525,Arizona,Non-Hispanic American Indian and Alaska Native,2000,21.57353965,6.205232787,44.78456086
525,Arizona,Non-Hispanic American Indian and Alaska Native,2001,18.02824108,3.613855344,42.96700908
525,Arizona,Non-Hispanic American Indian and Alaska Native,2002,17.32387894,5.685052704,37.12060925
525,Arizona,Non-Hispanic American Indian and Alaska Native,2003,17.78428322,5.611796214,36.57486322
525,Arizona,Non-Hispanic American Indian and Alaska Native,2004,20.36069206,7.392147035,40.07560498
525,Arizona,Non-Hispanic American Indian and Alaska Native,2005,26.89876903,14.06387799,43.47063356
525,Arizona,Non-Hispanic American Indian and Alaska Native,2006,32.51001559,17.64397405,49.08978575
525,Arizona,Non-Hispanic American Indian and Alaska Native,2007,33.01756859,19.08071937,49.18337406
525,Arizona,Non-Hispanic American Indian and Alaska Native,2008,28.63103928,15.36038488,44.78675667
525,Arizona,Non-Hispanic American Indian and Alaska Native,2009,30.11353335,14.82880116,48.4712144
525,Arizona,Non-Hispanic American Indian and Alaska Native,2010,42.16279354,22.80918997,63.47955679
525,Arizona,Non-Hispanic American Indian and Alaska Native,2011,67.07873376,29.30280469,117.4144807
525,Arizona,Non-Hispanic American Indian and Alaska Native,2012,84.45101771,32.46024577,168.7759208
525,Arizona,Non-Hispanic American Indian and Alaska Native,2013,85.54418422,41.42786754,151.7814128
525,Arizona,Non-Hispanic American Indian and Alaska Native,2014,73.19654818,37.76107033,117.1112529
525,Arizona,Non-Hispanic American Indian and Alaska Native,2015,61.51604534,30.37714473,102.7412708
525,Arizona,Non-Hispanic American Indian and Alaska Native,2016,49.98292996,24.42134916,87.70165637
525,Arizona,Non-Hispanic American Indian and Alaska Native,2017,42.45806115,15.94737114,87.80636425
525,Arizona,Non-Hispanic American Indian and Alaska Native,2018,52.56149297,22.51905611,97.69765038
525,Arizona,Non-Hispanic American Indian and Alaska Native,2019,92.8373446,41.97791957,167.1299579
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",1999,7.34675457,3.095721269,15.86981882
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2000,5.873189813,2.090735962,16.34250022
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2001,5.554214317,1.609838638,17.81730563
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2002,6.121380816,2.173440563,16.75273301
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2003,6.984898825,2.458544862,19.05318207
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2004,7.849264083,2.729907819,20.55903412
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2005,8.510793603,2.823071828,22.70553411
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2006,8.624830075,2.554830318,23.97783721
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2007,8.553996096,2.919108821,21.72457243
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2008,8.464117144,3.355455898,19.84740352
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2009,8.884474863,3.297836994,22.73446335
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2010,10.01172547,3.880885873,24.13147471
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2011,11.67618952,4.705629227,27.49497755
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2012,13.4112971,5.475719827,31.8173491
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2013,15.54296744,6.966262795,34.91049799
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2014,18.09429209,7.613342478,39.93025654
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2015,20.05109858,7.387095304,44.45129889
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2016,20.54893073,7.983626544,47.19096835
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2017,20.52862549,7.31402915,51.0353346
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2018,23.59816059,9.146798626,50.87595139
525,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2019,31.88014554,9.2658676,89.61992474
525,Arizona,Non-Hispanic Black,1999,22.98310513,12.4055574,39.33037147
525,Arizona,Non-Hispanic Black,2000,31.1803805,12.62576473,72.90536343
525,Arizona,Non-Hispanic Black,2001,35.39504832,11.6353495,93.27455515
525,Arizona,Non-Hispanic Black,2002,33.92623496,14.39339727,76.55113663
525,Arizona,Non-Hispanic Black,2003,29.78026378,12.84675935,67.91370529
525,Arizona,Non-Hispanic Black,2004,26.74144396,11.88193383,58.01134878
525,Arizona,Non-Hispanic Black,2005,25.26872929,13.10913583,48.44387916
525,Arizona,Non-Hispanic Black,2006,25.22785969,12.54021681,49.40740039
525,Arizona,Non-Hispanic Black,2007,26.89370611,14.38596204,48.77073492
525,Arizona,Non-Hispanic Black,2008,30.66911611,17.81419101,51.9669525
525,Arizona,Non-Hispanic Black,2009,34.96560624,19.69420293,60.38668453
525,Arizona,Non-Hispanic Black,2010,38.45830397,22.90177706,64.55664778
525,Arizona,Non-Hispanic Black,2011,39.70978613,25.23769785,62.31440444
525,Arizona,Non-Hispanic Black,2012,40.20407538,24.90935794,65.11615804
525,Arizona,Non-Hispanic Black,2013,41.47641294,26.77464816,63.14530555
525,Arizona,Non-Hispanic Black,2014,44.225252329999996,26.28401521,68.05574789
525,Arizona,Non-Hispanic Black,2015,47.10278911,28.15745155,75.23570348
525,Arizona,Non-Hispanic Black,2016,48.88194432,30.79495448,74.7741343
525,Arizona,Non-Hispanic Black,2017,53.75300839,30.42841429,91.74526918
525,Arizona,Non-Hispanic Black,2018,74.84127566,46.55642879,119.0401927
525,Arizona,Non-Hispanic Black,2019,122.8533615,60.27174886,235.3327343
525,Arizona,Non-Hispanic White,1999,7.492982168,4.583557085,11.61445613
525,Arizona,Non-Hispanic White,2000,7.311673551,4.406534845,11.65379397
525,Arizona,Non-Hispanic White,2001,7.574588312,4.382052307,12.34741049
525,Arizona,Non-Hispanic White,2002,8.115354501,5.358476022,11.91579415
525,Arizona,Non-Hispanic White,2003,8.672906212,5.277313058,13.83844656
525,Arizona,Non-Hispanic White,2004,9.723570048,6.01719672,15.3796501
525,Arizona,Non-Hispanic White,2005,11.51711592,8.226848559,15.7287271
525,Arizona,Non-Hispanic White,2006,12.5840262,8.91428737,16.82636592
525,Arizona,Non-Hispanic White,2007,12.42830106,9.102307912,16.44226389
525,Arizona,Non-Hispanic White,2008,11.5110725,8.067078995,16.3199059
525,Arizona,Non-Hispanic White,2009,12.04570434,7.716939164,18.20980017
525,Arizona,Non-Hispanic White,2010,14.5778072,9.955385609,20.83294892
525,Arizona,Non-Hispanic White,2011,19.00031776,13.25995447,27.31506736
525,Arizona,Non-Hispanic White,2012,22.87455824,15.25265674,33.99244887
525,Arizona,Non-Hispanic White,2013,25.74600503,17.99163086,36.60460288
525,Arizona,Non-Hispanic White,2014,27.71549993,18.95975944,39.7859018
525,Arizona,Non-Hispanic White,2015,29.47215571,19.64394957,42.39346153
525,Arizona,Non-Hispanic White,2016,30.89680045,23.22289842,40.47875073
